product_id,product_name,product_category,product_brand,units_on_hand,unit_cost,tied_up_capital,daily_velocity,last_sale_date,oldest_unit_age_days,days_since_last_sale,days_of_supply,inventory_status
16125,Volcom Men's Why Factor Solid Short Sleeve,Tops & Tees,Volcom,6,25.92,155.52,0.011111111111111112,2026-04-18,2112,8,540.0,Overstock
977,U.S. Polo Assn. Juniors Striped Sweater,Sweaters,U.S. Polo Assn.,12,12.96,155.5,0.0,,2073,,,Dead Stock
17254,Unionbay Men's Long Sleeve Ashbury Burnout Hoody,Fashion Hoodies & Sweatshirts,UNIONBAY,9,17.28,155.5,0.0,,2291,,,Dead Stock
455,Patty Women Diagonal One Shoulder with Neck Warmer Tops,Tops & Tees,Patty,10,15.55,155.48,0.022222222222222223,2026-04-20,2237,6,450.0,Overstock
2045,Juniors White Hoodie Drawstring Zipper Jacket White Fur,Fashion Hoodies & Sweatshirts,FineBrandShop,8,19.43,155.47,0.011111111111111112,2026-04-18,969,8,720.0,Overstock
27019,Majestic International Men's New York Print Long Sleeve Pajama Gift Set,Sleep & Lounge,Majestic International,8,19.43,155.47,0.011111111111111112,2026-03-01,2263,56,720.0,Overstock
24864,Los Angeles Lakers NBA Mens Sherpa Slide Slippers,Socks,Forever Collectibles,12,12.95,155.44,0.011111111111111112,2026-04-21,2088,5,1080.0,Overstock
19400,Mens Black Quarter Zip Sweater,Sweaters,LabelShopper,16,9.72,155.44,0.011111111111111112,2026-03-23,2249,34,1440.0,Overstock
7324,Organic Cotton Monterey Skirt by EcoGirl EG07,Skirts,EcoGirl,7,22.2,155.43,0.0,,2271,,,Dead Stock
6163,Plus Size Black Slinky Stretchy Calf Legging,Leggings,eVogues Apparel,14,11.1,155.4,0.011111111111111112,2026-03-17,2289,40,1260.0,Overstock
24487,Hanes Men's 6 Pack Active Crew Sock,Socks,Hanes,16,9.71,155.38,0.011111111111111112,2026-02-01,2240,84,1440.0,Overstock
2101,Bella Ladies 100% Cotton Fleece Raglan Full-Zip Hooded Hoody Sweatshirt - Navy,Fashion Hoodies & Sweatshirts,Bella,11,14.13,155.38,0.03333333333333333,2026-04-22,2299,4,330.0,Overstock
16494,Keep Calm And Carry On T-Shirt,Tops & Tees,Amazing Apparel,15,10.36,155.36,0.022222222222222223,2026-04-22,2193,4,675.0,Overstock
29044,Tumi Men's Horizon Magnetic Money Clip,Accessories,TUMI,16,9.71,155.34,0.0,,2201,,,Dead Stock
23532,Lee Men's Rocker Short,Shorts,Lee,10,15.53,155.29,0.022222222222222223,2026-04-19,2173,7,450.0,Overstock
6278,Hurley Juniors Lowrider 2.5 Inch Walkshort,Shorts,Hurley,8,19.41,155.28,0.0,,2100,,,Dead Stock
5912,Sexy Skinny Cotton Stretch Colored Legging Basic Crop Pants Capris (Royal Blue Large),Leggings,Hollywood Star Fashion,10,15.53,155.28,0.011111111111111112,2026-02-13,2227,72,900.0,Overstock
24477,Original Penguin Men's Penguin And Stripes,Socks,Original Penguin,10,15.53,155.25,0.022222222222222223,2026-04-08,2251,18,450.0,Overstock
4581,Lee Women's Plus-Size Slender Secret Tullulah Bootcut Jean,Jeans,Lee,8,19.4,155.24,0.0,,1584,,,Dead Stock
8626,Dickies  Women's Eisenhower Jacket,Outerwear & Coats,Dickies,8,19.4,155.23,0.0,,2247,,,Dead Stock
2636,Capezio Women's Short Sleeve Leotard,Active,Capezio,19,8.17,155.23,0.0,,2011,,,Dead Stock
7399,Washable Flannel Boot Skirt / Petite,Skirts,Orvis,4,38.8,155.22,0.0,,2178,,,Dead Stock
8006,Sutton Studio Cashmere Jacket,Blazers & Jackets,Sutton Studio,2,77.6,155.19,0.0,,1848,,,Dead Stock
8414,Dickies 817455 Youtility Women's Basic Scrub Top,Outerwear & Coats,Dickies,13,11.94,155.19,0.011111111111111112,2026-04-24,2082,2,1170.0,Overstock
18832,Ugly Christmas Sweater - Reindeer Threesome Naughty Vintage Sweater by Skedouche,Sweaters,Skedouche,4,38.8,155.18,0.0,,1971,,,Dead Stock
3761,BB Dakota Juniors Pedrina,Dresses,BB Dakota,4,38.79,155.16,0.0,,2267,,,Dead Stock
2283,Bella Raglan Full-Zip Hooded Sweatshirt,Fashion Hoodies & Sweatshirts,Active Products,12,12.93,155.14,0.011111111111111112,2026-02-24,2220,61,1080.0,Overstock
24127,Levi's Men's Washed Cotton Hoody,Outerwear & Coats,Levi's,6,25.85,155.11,0.0,,1970,,,Dead Stock
1744,Bohemian Hippie Zippered Patchwork Hoodie Jacket Nepal Fair Trade By Ragged Ends,Fashion Hoodies & Sweatshirts,Ragged Ends,10,15.51,155.1,0.0,,2201,,,Dead Stock
16905,Lucky Brand Mens Men's Triumph Spade Wings Graphic Tee,Tops & Tees,Lucky Brand,13,11.93,155.1,0.011111111111111112,2026-04-21,2302,5,1170.0,Overstock
23383,Canyon Ridge Big & Tall Jersey Cargo Shorts,Shorts,Canyon Ridge,12,12.93,155.1,0.011111111111111112,2026-04-24,2154,2,1080.0,Overstock
5270,Sanctuary Clothing Women's Twill Mini Flare Pant,Pants & Capris,Sanctuary,11,14.1,155.1,0.0,,2302,,,Dead Stock
1221,Womens Cashmere & Merino Original Long Vee Cardigan,Sweaters,Wool Overs,7,22.15,155.05,0.011111111111111112,2026-04-19,2158,7,630.0,Overstock
10321,Dreams and Company Plus Size French terry robe,Sleep & Lounge,DREAMS,7,22.15,155.04,0.0,,2191,,,Dead Stock
8096,Roamans Plus Size Pantsuit wtih Ruffled Duster Jacket,Suits,Roamans,2,77.51,155.03,0.0,,524,,,Dead Stock
22035,Men's Wrangler George Straight Cowboy Cut Casual pant,Pants,Wrangler,10,15.5,155.01,0.0,,2126,,,Dead Stock
14853,Mommy Paradise Maternity Pant 3186,Maternity,Mommy Paradise,14,11.07,154.99,0.011111111111111112,2026-03-24,2164,33,1260.0,Overstock
24500,Gold Toe Men's Canterbury Dress Sock 3-Pack,Socks,Gold Toe,15,10.33,154.98,0.03333333333333333,2026-04-20,2181,6,450.0,Overstock
10235,World's Softest Cozy Hooded Short Robe,Sleep & Lounge,World's Softest,5,30.99,154.97,0.0,,2134,,,Dead Stock
10564,Timpa Duet Lace Underwire Demi Bra (16449),Intimates,Timpa,7,22.14,154.97,0.0,,1657,,,Dead Stock
1229,Southpole Juniors Coloful Lightweight Knit Pullover Cropped Sweater,Sweaters,Southpole,19,8.16,154.96,0.03333333333333333,2026-04-06,2209,20,570.0,Overstock
14769,Motherhood Maternity: Sleeveless Beaded Detail Maternity Dress,Maternity,Motherhood Maternity,10,15.49,154.95,0.0,,2199,,,Dead Stock
7125,Plus size Bandage Pull On Pencil Skirt Black,Skirts,eVogues Apparel,14,11.07,154.93,0.03333333333333333,2026-04-20,2303,6,420.0,Overstock
7271,Hell Bunny Lace-Up Swiss Dot Mini,Skirts,Hot Topic,13,11.92,154.93,0.0,,2106,,,Dead Stock
22869,Wrangler Men's Workhorse Short,Shorts,Wrangler,11,14.08,154.92,0.022222222222222223,2026-04-19,2134,7,495.0,Overstock
4800,Collections Etc - Boot Cut Stretch Twill Elastic Waist Pant,Jeans,Samanthas Style Shoppe,11,14.08,154.91,0.011111111111111112,2026-02-15,2197,70,990.0,Overstock
8540,Columbia Women's Fast Trek Ii Full Zip Fleece Jacket,Outerwear & Coats,Columbia,6,25.82,154.9,0.011111111111111112,2026-04-22,2099,4,540.0,Overstock
11199,Bali Women's Slim Couture Flip Tank Top,Intimates,Bali,8,19.36,154.88,0.0,,2096,,,Dead Stock
6976,AX Paris Side Stud Hotpants,Shorts,AxParis,11,14.08,154.87,0.0,,2110,,,Dead Stock
25644,Fruit of the Loom Men's Boxer Briefs 4 Pack,Underwear,Fruit of the Loom,15,10.32,154.83,0.011111111111111112,2026-04-14,1916,12,1350.0,Overstock
20247,Men's Gold Color Sequin Suit Vest with Bow tie Set,Suits & Sport Coats,FineBrandShop,8,19.35,154.8,0.0,,2171,,,Dead Stock
6337,Sanctuary Clothing Women's The Perfect Fit Bermuda Short,Shorts,Sanctuary,12,12.9,154.8,0.011111111111111112,2026-03-02,2095,55,1080.0,Overstock
10110,The Irish Linen Store Lucy Nightgown White,Sleep & Lounge,The Irish Linen Store,4,38.69,154.77,0.011111111111111112,2026-02-26,1834,59,360.0,Overstock
19149,Tommy Hilfiger Men Henley Front Pocket Sweater Pullover,Sweaters,Tommy Hilfiger,6,25.79,154.77,0.011111111111111112,2026-04-07,2034,19,540.0,Overstock
8271,U.S. Polo Assn. Juniors Polar Fleece Jacket With Sherpa Lining,Outerwear & Coats,U.S. Polo Assn.,9,17.2,154.76,0.022222222222222223,2026-04-21,1788,5,405.0,Overstock
12059,Foot Petals Triple Threat Pack One Size Buttercup,Intimates,Foot Petals,15,10.31,154.72,0.022222222222222223,2026-04-21,2304,5,675.0,Overstock
27050,Nautica Men's Woven Sand Trap Camp Shirt,Sleep & Lounge,Nautica,17,9.1,154.7,0.0,,2256,,,Dead Stock
5877,Asian Floral & Scroll Printed Footless Leggings Tights,Leggings,Luxury Divas,16,9.67,154.68,0.022222222222222223,2026-04-18,2134,8,720.0,Overstock
5236,Hanes 8 oz 80/20 Ladies' Fleece Sweat Pants,Pants & Capris,Hanes,12,12.89,154.66,0.022222222222222223,2026-03-30,2052,27,540.0,Overstock
4542,Pendleton Women's Petite Work It Denim Pant,Jeans,Pendleton,7,22.09,154.66,0.011111111111111112,2026-04-03,2281,23,630.0,Overstock
4355,Wallflower Juniors Vintage Collection Legendary Boot Cut Denim Jeans with Studded Flap Back Pocket,Jeans,Wallflower,12,12.89,154.64,0.0,,2245,,,Dead Stock
24524,Thorlo Unisex Moderate Cushion Walking Crew Sock,Socks,Thorlo,8,19.33,154.64,0.011111111111111112,2026-03-06,1849,51,720.0,Overstock
11221,Frederick's of Hollywood Stretch Lace High Waist Cincher Womens,Intimates,Frederick's of Hollywood,11,14.06,154.62,0.011111111111111112,2026-03-14,2258,43,990.0,Overstock
25380,Duofold Men's Midweight Ankle Length Bottom With Moisture Wicking,Underwear,Duofold,14,11.04,154.62,0.0,,2228,,,Dead Stock
19279,Perry Ellis Men's Longsleeve Merino Horizontal Striped Sweater,Sweaters,Perry Ellis,6,25.77,154.6,0.0,,2100,,,Dead Stock
2117,Bella Ladies' Jodie Tri-blend Sleeve Hoodie - 8431,Fashion Hoodies & Sweatshirts,Bella,14,11.04,154.57,0.022222222222222223,2026-04-14,2235,12,630.0,Overstock
27286,HUGO BOSS Men's Sleepwear Woven Check Pajama Set,Sleep & Lounge,HUGO BOSS,7,22.08,154.57,0.011111111111111112,2026-03-22,2278,35,630.0,Overstock
23398,Izod SOHO Solid White Flat Front Walking Shorts,Shorts,IZOD,8,19.32,154.56,0.0,,1721,,,Dead Stock
1476,Womens Cashmere & Merino Frilly Edged Cardigan,Sweaters,Wool Overs,7,22.08,154.56,0.0,,2275,,,Dead Stock
20596,Lee Men's Regular Fit Straight Leg Jean,Jeans,Lee,8,19.32,154.56,0.011111111111111112,2026-02-15,2013,70,720.0,Overstock
23465,Jet Lag Men's Take Off 1 Cargo Short,Shorts,Jet Lag,4,38.63,154.52,0.011111111111111112,2026-02-01,1781,84,360.0,Overstock
27950,RVCA Men's Fuller Trunk,Swim,RVCA,4,38.63,154.5,0.011111111111111112,2026-04-03,1295,23,360.0,Overstock
24846,Kentwool Men's Tour Profile Sock,Socks,KENTWOOL,12,12.87,154.48,0.011111111111111112,2026-04-08,1927,18,1080.0,Overstock
21435,RUDE White Skinny Fit Denim Jeans,Jeans,Hot Topic,8,19.31,154.47,0.011111111111111112,2026-04-18,1799,8,720.0,Overstock
3595,KH1 FUNFASH APPLE RED 3/4 SLEEVE EMPIRE WAIST COCKTAIL DRESS NEW Plus Size Made in USA,Dresses,Funfash,8,19.3,154.41,0.011111111111111112,2026-03-28,2280,29,720.0,Overstock
7684,AK Anne Klein Women's Shawl Collar Sweater Jacket,Blazers & Jackets,Anne Klein,3,51.47,154.41,0.0,,2237,,,Dead Stock
25450,Dockers Men's 4-Pack Fly Front Brief,Underwear,Dockers,13,11.88,154.38,0.0,,1762,,,Dead Stock
4142,MAXSTUDIO STRIPED COTTON JERSEY ROMPER,Jumpsuits & Rompers,MAXSTUDIO,3,51.45,154.35,0.011111111111111112,2026-04-04,2254,22,270.0,Overstock
25903,G-Star Men's Base HTR 2 Pack Short Sleeve V-Neck,Underwear,G-Star,9,17.15,154.35,0.011111111111111112,2026-04-06,2210,20,810.0,Overstock
12126,Bslingerie Womens Black Faux Leahter Full Spiral Steel Boned Corset,Intimates,Bslingerie,11,14.03,154.34,0.0,,2177,,,Dead Stock
6121,Tulle Ivory Floral Leggings,Leggings,Ks,9,17.14,154.29,0.0,,2301,,,Dead Stock
12366,Laura High Quality Purple Push-up Bra Thong SET #SL101063 Made in Colombia,Intimates,Laura,7,22.03,154.24,0.0,,2176,,,Dead Stock
2797,Sequin LeggingN7056,Active,Double Platinum,10,15.42,154.23,0.011111111111111112,2026-04-24,2280,2,900.0,Overstock
25854,Diesel Men's Andre Underpant,Underwear,Diesel,18,8.57,154.22,0.0,,2160,,,Dead Stock
25508,Duofold Men's Expedition Weight Two-Layer Thermal Tagless Crew,Underwear,Duofold,8,19.28,154.22,0.0,,2220,,,Dead Stock
8893,Smartwool Women's Pinwheel Garden Sock,Socks & Hosiery,SmartWool,17,9.07,154.21,0.0,,2152,,,Dead Stock
26389,Harbor Bay Big & Tall Color Crewneck T-Shirts 3-Pack,Underwear,Harbor Bay,10,15.42,154.2,0.0,,2189,,,Dead Stock
15433,Anne Klein Women's 2-Pack Solid Cashmere Gift Set Socks,Plus,Anne Klein,10,15.42,154.2,0.022222222222222223,2026-03-27,2165,30,450.0,Overstock
16235,Duck Commander Fear God Short Sleeve T-Shirt,Tops & Tees,Duck Commander,14,11.01,154.2,0.011111111111111112,2026-02-05,2304,80,1260.0,Overstock
20377,Port Authority J304 All-Season II Jacket,Suits & Sport Coats,Port Authority,7,22.03,154.2,0.011111111111111112,2026-03-20,2149,37,630.0,Overstock
25675,Duofold Men's Mid Weight Crew Top,Underwear,Duofold,12,12.85,154.19,0.0,,2236,,,Dead Stock
13548,Body Glove Juniors Smoothies Brasilia Rider Ruched Back Swim Bottom,Swim,Body Glove,8,19.27,154.18,0.0,,1895,,,Dead Stock
25231,Footprint Ski and Snowboard Unisex Bamboo Socks,Socks,Footprint,14,11.01,154.17,0.0,,2045,,,Dead Stock
4025,G by GUESS Elieza Color-Blocked Dress,Dresses,G by GUESS,8,19.27,154.15,0.0,,1779,,,Dead Stock
25432,Hanes Men's 4-Pack Classics ComfortSoft Waistband Boxer Brief (Colors May Vary),Underwear,Hanes,10,15.41,154.14,0.022222222222222223,2026-04-18,2177,8,450.0,Overstock
8142,Suit Studio Garden Grove 2Pc Skirt Suit,Suits,Suit Studio,2,77.07,154.14,0.0,,1895,,,Dead Stock
18221,MJ Soffe XT-46 Men's MMA Short,Active,MJ Soffe,15,10.28,154.13,0.011111111111111112,2026-02-08,2255,77,1350.0,Overstock
2279,Living Dead Souls Womens Hoodie -Black/White,Fashion Hoodies & Sweatshirts,Living Dead Souls,11,14.01,154.11,0.011111111111111112,2026-03-04,2229,53,990.0,Overstock
10128,Casual Moments Women's Hooded Wrap,Sleep & Lounge,Casual Moments,4,38.52,154.09,0.0,,1551,,,Dead Stock
28861,Skechers Men's 5025 Sport Sunglasses,Accessories,Skechers,15,10.27,154.06,0.0,,2114,,,Dead Stock
8418,Misses Black Hooded Peacoat Jacket,Outerwear & Coats,LabelShopper,6,25.68,154.05,0.011111111111111112,2026-01-28,1619,88,540.0,Overstock
15782,Vanity Fair Women's Plus-Size Age Defying Lift Full Figure Wirefree Bra #71371,Plus,Vanity Fair,10,15.4,154.02,0.022222222222222223,2026-04-20,1819,6,450.0,Overstock
4488,Dickies Women's Slim Fit Straight Leg Jean,Jeans,Dickies,10,15.4,154.02,0.0,,2214,,,Dead Stock
9917,Dreams and Company Plus Size Tag-free knit sleepshirt Dreams & Co,Sleep & Lounge,DREAMS,12,12.83,154.0,0.022222222222222223,2026-04-21,2274,5,540.0,Overstock
23023,Canyon Ridge Big & Tall Waist-Relaxer Flat-Front Shorts,Shorts,Canyon Ridge,8,19.25,154.0,0.011111111111111112,2026-03-03,2176,54,720.0,Overstock
27957,Free Country Men's Dipper Boardshorts,Swim,Free Country,11,14.0,154.0,0.011111111111111112,2026-03-18,2069,39,990.0,Overstock
18249,Under Armour Men's Base 2.0 Leggings,Active,Under Armour,6,25.67,153.99,0.0,,2108,,,Dead Stock
3560,Hey Viv ! Retro Rockabilly Polka Dot Halter Dress,Dresses,Hey Viv !,9,17.11,153.99,0.0,,2087,,,Dead Stock
25018,FootJoy TechSof Tour Men's Crew Sock (1 Pair) Shoe Size 7-12,Socks,FootJoy,19,8.1,153.99,0.03333333333333333,2026-04-18,2182,8,570.0,Overstock
2824,Eddie Bauer - Ladies Fleece Vest,Active,Eddie Bauer,7,22.0,153.97,0.011111111111111112,2026-02-05,2229,80,630.0,Overstock
5586,Fox Juniors Sound Pant,Pants & Capris,Fox,5,30.79,153.96,0.011111111111111112,2026-04-19,2124,7,450.0,Overstock
351,Bella Ladies 8770 Meredith Sheer Rib Racerback Tank,Tops & Tees,Bella,14,10.99,153.92,0.0,,1783,,,Dead Stock
6481,Cj by Cookie Johnson Women's Loyalty Knee Short Jean,Shorts,CJ by Cookie Johnson,12,12.83,153.9,0.011111111111111112,2026-04-21,2119,5,1080.0,Overstock
26566,Nautica Men's Yarn Dyed Flannel J-Class Logo Robe,Sleep & Lounge,Nautica,13,11.84,153.9,0.011111111111111112,2026-01-29,2265,87,1170.0,Overstock
9583,Dearfoams Women's Sherpa Shawl Solid Long Robe,Sleep & Lounge,Dearfoams,10,15.39,153.9,0.011111111111111112,2026-04-13,2226,13,900.0,Overstock
26808,Lightweight Navy Blue Terry Bathrobe 100% Cotton 50l,Sleep & Lounge,Spa & Resort,9,17.09,153.85,0.011111111111111112,2026-04-13,1933,13,810.0,Overstock
2642,Capezio Women's V-Neck Camisole Leotard,Active,Capezio,14,10.99,153.85,0.0,,2298,,,Dead Stock
9872,Tommy Hilfiger Women's Super Soft Robe,Sleep & Lounge,Tommy Hilfiger,7,21.98,153.85,0.0,,2109,,,Dead Stock
1591,Teenage Runaway Skeleton Hottie Mask Hoodie,Fashion Hoodies & Sweatshirts,Hot Topic,7,21.98,153.85,0.011111111111111112,2026-02-03,2128,82,630.0,Overstock
13145,Roxy Women's Wave Wanderer Poncho,Swim,Roxy,9,17.09,153.84,0.0,,2282,,,Dead Stock
5417,Only Necessities Plus Size Tall pants cargo in soft knit,Pants & Capris,Only Necessities,10,15.38,153.84,0.0,,2276,,,Dead Stock
22708,Dockers Men' D3 Pleated Soft Khaki Short,Shorts,Dockers,12,12.82,153.83,0.022222222222222223,2026-03-01,2098,56,540.0,Overstock
26709,Ed Hardy Men's Open Mouth Tiger Woven Sleep Pant,Sleep & Lounge,Ed Hardy,19,8.1,153.82,0.011111111111111112,2026-02-03,2142,82,1710.0,Overstock
5578,Kenneth Cole Women's Tech Pant,Pants & Capris,Kenneth Cole,6,25.63,153.77,0.011111111111111112,2026-03-04,1806,53,540.0,Overstock
9891,White Orchid Women's Gift of Amethyst Nighshirt,Sleep & Lounge,White Orchid,10,15.38,153.75,0.022222222222222223,2026-04-21,2303,5,450.0,Overstock
22808,Saltaire Men's Malibu Bermuda,Shorts,Saltaire,7,21.96,153.74,0.0,,2082,,,Dead Stock
17140,DC Men's Rebel Stripe Top,Fashion Hoodies & Sweatshirts,DC,7,21.96,153.73,0.0,,1913,,,Dead Stock
9390,12 Pairs Ladies Winter Casual Stripe Toe Warm Ankle Low Cut Short Socks Set,Socks & Hosiery,SK Hat shop,14,10.98,153.69,0.022222222222222223,2026-03-09,1892,48,630.0,Overstock
5499,Woman Within Plus Size Petite freedom pants pigment dyed,Pants & Capris,Woman Within,9,17.08,153.68,0.011111111111111112,2026-01-28,1655,88,810.0,Overstock
4287,Levi's 518 Juniors' Superlow Boot Cut Jean,Jeans,Levi's,7,21.95,153.68,0.0,,2032,,,Dead Stock
17996,Allegra K Mens Deep V Neck Long Sleeves Stretchy Hoodie Coffee Color S,Fashion Hoodies & Sweatshirts,Allegra K,17,9.04,153.67,0.011111111111111112,2026-03-02,2196,55,1530.0,Overstock
15769,Woman Within Plus Size Top tunic length in softest sweatshirt fleece,Plus,Woman Within,13,11.82,153.66,0.011111111111111112,2026-04-01,2224,25,1170.0,Overstock
9862,Hue Sleepwear Women's Plaid Times Pant,Sleep & Lounge,HUE,11,13.97,153.66,0.022222222222222223,2026-03-23,2141,34,495.0,Overstock
20172,Brand Q Wedding Vest Set Black Paisley 3pcs Tuxedo Vest + Necktie + Handkerchief,Suits & Sport Coats,Brand Q,10,15.36,153.64,0.022222222222222223,2026-03-26,2134,31,450.0,Overstock
28552,Fox Men's Flex 45 Flexfit Hat,Accessories,Fox,14,10.97,153.61,0.011111111111111112,2026-03-23,2260,34,1260.0,Overstock
14571,Motherhood Maternity: Petite Fold Over Belly Jersey Knit Maternity Yoga Pants,Maternity,Motherhood Maternity,13,11.82,153.6,0.022222222222222223,2026-04-15,2278,11,585.0,Overstock
20636,Lee Men's Relaxed Fit Slightly Tapered Jean,Jeans,Lee,9,17.06,153.58,0.011111111111111112,2026-02-25,2206,60,810.0,Overstock
22767,ecko unltd. Men's Arsenal Short,Shorts,Ecko Unltd.,8,19.2,153.57,0.011111111111111112,2026-04-10,2025,16,720.0,Overstock
15505,Smartwool Women's Basic Thigh High Sock,Plus,SmartWool,11,13.96,153.56,0.0,,2300,,,Dead Stock
488,Lucky Brand Women's Lexie Top,Tops & Tees,Lucky Brand,6,25.59,153.55,0.0,,2191,,,Dead Stock
23257,Wrangler Men's Genuine Miami Chino Short,Shorts,Wrangler,10,15.35,153.55,0.0,,2095,,,Dead Stock
16217,Woolrich Men's Sportsman Chamois Shirt,Tops & Tees,Woolrich,4,38.39,153.54,0.0,,1941,,,Dead Stock
14420,Motherhood Maternity: 3/4 Sleeve Scoop Neck Button Detail Nursing Sleep Top,Maternity,Motherhood Maternity,17,9.03,153.53,0.022222222222222223,2026-04-21,2240,5,765.0,Overstock
9870,Up2date Fashion Satin Charmeuse Caftans Five Solid Colors One Size Plus Up2date Fashion Style#Caf23,Sleep & Lounge,Up2date Fashion,12,12.79,153.52,0.011111111111111112,2026-02-14,2276,71,1080.0,Overstock
22695,Dockers Men's Perfect D3 Classic Fit Flat Front Short,Shorts,Dockers,12,12.79,153.5,0.0,,1968,,,Dead Stock
25848,C-IN2 Men's Zen Slider Brief,Underwear,C-IN2,12,12.79,153.5,0.0,,2127,,,Dead Stock
5256,TAUPE PALAZZO PANT SPLIT SKIRT GAUCHO - FITS (ONE SIZE) - L XL 1X 2X - U652S - LOTUSTRADERS,Pants & Capris,LOTUSTRADERS,7,21.92,153.47,0.011111111111111112,2026-03-31,2254,26,630.0,Overstock
13293,Volcom Juniors Foster Gal 11 Inch Boardshort,Swim,Volcom,9,17.05,153.47,0.0,,1968,,,Dead Stock
5712,Hue Boot Cut Corduroy Leggings Style U13214,Leggings,HUE,6,25.58,153.47,0.011111111111111112,2026-03-15,1866,42,540.0,Overstock
9805,Sweet Juniors Fuchsia Color Block Kimono Robe,Sleep & Lounge,Sweet,11,13.95,153.45,0.022222222222222223,2026-04-10,2259,16,495.0,Overstock
14607,NurtureWear - Maternity and Nursing Loungewear You can Live in -3/4 Sleeves Top with Pants,Maternity,NurtureWear,5,30.69,153.45,0.0,,2009,,,Dead Stock
27097,Club Room Knit Pajama Set Men's,Sleep & Lounge,Club Room,9,17.05,153.43,0.022222222222222223,2026-04-20,2011,6,405.0,Overstock
21728,Savane Men's Deep Dye Microfiber Pleated Gaberdine Pant,Pants,Savane,11,13.95,153.4,0.011111111111111112,2026-04-24,1751,2,990.0,Overstock
27197,HUGO BOSS Men's Short Pant with Silver Waistband,Sleep & Lounge,HUGO BOSS,9,17.04,153.39,0.011111111111111112,2026-03-27,2006,30,810.0,Overstock
12619,Sassybax Sassymax Add-a-Cup-Size Bra Inserts,Intimates,Sassybax,7,21.91,153.38,0.022222222222222223,2026-04-22,1059,4,315.0,Overstock
21663,Carhartt Men's Washed Twill Relaxed Fit Dungaree,Pants,Carhartt,7,21.91,153.37,0.011111111111111112,2026-03-10,2256,47,630.0,Overstock
18197,Champion Mens Closed Bottom Jersey Pant,Active,Champion,17,9.02,153.35,0.022222222222222223,2026-04-13,2204,13,765.0,Overstock
17137,ecko unltd. Men's Big Brand Hoodie,Fashion Hoodies & Sweatshirts,Ecko Unltd.,7,21.9,153.32,0.011111111111111112,2026-02-04,2239,81,630.0,Overstock
28350,Carhartt Men's Billfold Wallet,Accessories,Carhartt,12,12.78,153.31,0.011111111111111112,2026-04-19,2237,7,1080.0,Overstock
10108,Gray and Pink Leopard Two-Piece Hooded Footed Pajamas for Women,Sleep & Lounge,Katnap,8,19.16,153.31,0.0,,2046,,,Dead Stock
16746,Lucky Brand Mens Men's Vintage Slub Double Pocket Polo Tee,Tops & Tees,Lucky Brand,12,12.77,153.3,0.0,,1858,,,Dead Stock
26841,Bottoms Out Men's Urban Woven Plaid Sleep Pant,Sleep & Lounge,Bottoms Out,14,10.95,153.3,0.0,,2072,,,Dead Stock
22499,Knightsbridge Wrinkle Resistant Comfort Stretch Wool Mens Dress Pants Lined 2 Pleats,Pants,Knightsbridge of Canada,10,15.33,153.3,0.0,,1751,,,Dead Stock
16585,Arrow Men's Explorer Solid Woven Shirt,Tops & Tees,ARROW,12,12.77,153.3,0.0,,1921,,,Dead Stock
3805,O'Neill Juniors Spirit Within Hi Low Hem Dress,Dresses,O'Neill,8,19.16,153.29,0.0,,1973,,,Dead Stock
2528,Champion Women's Seamless Fab And Fun Sports Bra,Active,Champion,11,13.94,153.29,0.0,,2106,,,Dead Stock
1092,Ed Garments Women's V-Neck Long Cardigan. 119,Sweaters,Ed Garments,7,21.9,153.28,0.022222222222222223,2026-04-01,2181,25,315.0,Overstock
4914,Lee Women's Plus-Size Perfect Fit Bianca Bootcut Jean,Jeans,Lee,8,19.16,153.28,0.0,,2012,,,Dead Stock
22999,Columbia Men's Harper Trail Short,Shorts,Columbia,8,19.15,153.22,0.011111111111111112,2026-04-07,2214,19,720.0,Overstock
22514,Red Kap Men's Utility Work Pant 8.5oz No-iron Twill,Pants,Red Kap,14,10.94,153.17,0.011111111111111112,2026-03-30,2287,27,1260.0,Overstock
1595,Hurley Juniors Getaway Pullover,Fashion Hoodies & Sweatshirts,Hurley,6,25.53,153.15,0.0,,2287,,,Dead Stock
26840,State O Maine - Mens Flannel Plaid Robe Blue Navy,Sleep & Lounge,STATE O MAINE,12,12.76,153.14,0.0,,2189,,,Dead Stock
25305,Psycho Bunny Men's Sports Sock,Socks,Psycho Bunny,8,19.14,153.12,0.011111111111111112,2026-03-18,1653,39,720.0,Overstock
18856,Alex Stevens Men's Chevron Cuff Cardigan,Sweaters,Alex Stevens,13,11.78,153.11,0.011111111111111112,2026-02-12,2084,73,1170.0,Overstock
229,Hurley Juniors Wilson Long Sleeve Shirt,Tops & Tees,Hurley,6,25.51,153.09,0.0,,1390,,,Dead Stock
10934,Angelina Dozen-Pack Leopard Print G-String,Intimates,Angelina,14,10.93,153.08,0.011111111111111112,2026-03-05,2244,52,1260.0,Overstock
17383,Calvin Klein Sportswear Men's Slim Shawl Collar Layering Knit,Fashion Hoodies & Sweatshirts,Calvin Klein,5,30.62,153.08,0.0,,2241,,,Dead Stock
11237,Bali Women's 3 Pack Skimp Skamp Brief #2633,Intimates,Bali,16,9.57,153.07,0.011111111111111112,2026-01-29,2230,87,1440.0,Overstock
