user_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_cell,segment
65113,103,1,68.5,4,3,3,433,Potential Loyalists
65791,209,2,68.49,4,4,3,443,Potential Loyalists
28951,38,2,68.49,5,5,3,553,Champions
58411,510,1,68.49,3,3,3,333,Needs Attention
93288,129,1,68.49,4,4,3,443,Potential Loyalists
48595,366,2,68.49,3,4,3,343,Needs Attention
86836,253,1,68.49,4,4,3,443,Potential Loyalists
29374,5,3,68.48,5,5,3,553,Champions
89749,914,1,68.48,2,2,3,223,Hibernating
52076,910,1,68.48,2,2,3,223,Hibernating
82551,35,1,68.45,5,2,3,523,Potential Loyalists
93741,3,1,68.45,5,1,3,513,New Customers
63692,48,1,68.44,5,2,3,523,Potential Loyalists
63736,513,1,68.43,3,3,3,333,Needs Attention
70806,115,2,68.4,4,4,3,443,Potential Loyalists
20470,459,2,68.4,3,5,3,353,Loyal
94830,963,1,68.39,2,2,3,223,Hibernating
36219,387,2,68.39,3,5,3,353,Loyal
45659,509,2,68.35,3,5,3,353,Loyal
96210,349,2,68.35,3,4,3,343,Needs Attention
14648,8,1,68.34,5,1,3,513,New Customers
65413,34,1,68.34,5,2,3,523,Potential Loyalists
90730,79,2,68.34,5,5,3,553,Champions
44463,402,2,68.33,3,5,3,353,Loyal
2335,1686,1,68.32,1,1,3,113,Hibernating
97123,216,1,68.31,4,4,3,443,Potential Loyalists
97114,308,1,68.31,3,3,3,333,Needs Attention
27306,677,1,68.3,2,2,3,223,Hibernating
50193,367,1,68.29,3,3,3,333,Needs Attention
89119,346,4,68.28,3,5,3,353,Loyal
92794,342,2,68.27,3,4,3,343,Needs Attention
66837,138,1,68.24,4,4,3,443,Potential Loyalists
90955,461,1,68.23,3,3,3,333,Needs Attention
44287,806,1,68.23,2,2,3,223,Hibernating
93259,452,1,68.23,3,3,3,333,Needs Attention
35542,101,2,68.2,4,4,3,443,Potential Loyalists
85286,360,1,68.16,3,3,3,333,Needs Attention
97932,1035,1,68.14,1,1,3,113,Hibernating
57547,467,1,68.13,3,3,3,333,Needs Attention
61899,6,2,68.1,5,4,3,543,Potential Loyalists
2477,6,1,68.09,5,1,3,513,New Customers
88658,113,3,68.09,4,5,3,453,Champions
85367,2,1,68.08,5,1,3,513,New Customers
96183,1561,1,68.06,1,1,3,113,Hibernating
50940,1363,2,68.06,1,4,3,143,At Risk
16725,570,1,68.06,2,2,3,223,Hibernating
83984,951,2,68.04,2,5,3,253,At Risk
77553,850,3,68.02,2,5,3,253,At Risk
39637,488,1,68.0,3,3,3,333,Needs Attention
71622,99,1,68.0,4,3,3,433,Potential Loyalists
79243,2194,1,68.0,1,1,3,113,Hibernating
46539,344,1,68.0,3,3,3,333,Needs Attention
36159,248,1,68.0,4,4,3,443,Potential Loyalists
57854,1294,1,68.0,1,1,3,113,Hibernating
36104,1599,1,68.0,1,1,3,113,Hibernating
54939,666,1,68.0,2,2,3,223,Hibernating
16647,499,1,68.0,3,3,3,333,Needs Attention
62465,130,1,68.0,4,4,3,443,Potential Loyalists
98181,746,1,68.0,2,2,3,223,Hibernating
78701,198,1,68.0,4,4,3,443,Potential Loyalists
5872,474,1,68.0,3,3,3,333,Needs Attention
13699,948,1,68.0,2,2,3,223,Hibernating
60626,473,1,68.0,3,3,3,333,Needs Attention
21490,104,1,68.0,4,3,3,433,Potential Loyalists
57981,176,1,68.0,4,4,3,443,Potential Loyalists
30954,2026,1,68.0,1,1,3,113,Hibernating
22257,2372,1,68.0,1,1,3,113,Hibernating
52784,8,1,68.0,5,1,3,513,New Customers
29533,1317,1,68.0,1,1,3,113,Hibernating
48246,729,1,68.0,2,2,3,223,Hibernating
39678,1537,1,68.0,1,1,3,113,Hibernating
91390,1201,1,68.0,1,1,3,113,Hibernating
28052,266,1,68.0,4,4,3,443,Potential Loyalists
81209,860,1,68.0,2,2,3,223,Hibernating
69761,1381,1,68.0,1,1,3,113,Hibernating
79902,688,1,68.0,2,2,3,223,Hibernating
62280,1272,1,68.0,1,1,3,113,Hibernating
40468,238,1,68.0,4,4,3,443,Potential Loyalists
65188,597,1,68.0,2,2,3,223,Hibernating
29329,640,1,68.0,2,2,3,223,Hibernating
56831,82,1,68.0,5,3,3,533,Potential Loyalists
57393,81,1,68.0,5,3,3,533,Potential Loyalists
51381,186,2,68.0,4,4,3,443,Potential Loyalists
86161,482,1,68.0,3,3,3,333,Needs Attention
21812,1022,1,68.0,2,2,3,223,Hibernating
79979,7,1,68.0,5,1,3,513,New Customers
74572,681,1,68.0,2,2,3,223,Hibernating
30940,20,1,68.0,5,2,3,523,Potential Loyalists
26684,621,1,68.0,2,2,3,223,Hibernating
37014,43,1,68.0,5,2,3,523,Potential Loyalists
33784,35,2,68.0,5,5,3,553,Champions
41527,6,1,68.0,5,1,3,513,New Customers
28446,303,1,68.0,3,3,3,333,Needs Attention
10430,277,1,68.0,3,3,3,333,Needs Attention
33169,126,1,68.0,4,3,3,433,Potential Loyalists
27393,972,1,68.0,2,2,3,223,Hibernating
81700,36,1,68.0,5,2,3,523,Potential Loyalists
16097,342,1,68.0,3,3,3,333,Needs Attention
81476,147,1,68.0,4,4,3,443,Potential Loyalists
39778,1098,1,68.0,1,1,3,113,Hibernating
29998,1586,1,68.0,1,1,3,113,Hibernating
9103,989,1,68.0,2,2,3,223,Hibernating
75997,190,1,68.0,4,4,3,443,Potential Loyalists
40700,1298,1,68.0,1,1,3,113,Hibernating
32505,630,1,68.0,2,2,3,223,Hibernating
32671,298,1,68.0,3,3,3,333,Needs Attention
75713,1369,1,68.0,1,1,3,113,Hibernating
29092,416,1,68.0,3,3,3,333,Needs Attention
91212,1434,1,68.0,1,1,3,113,Hibernating
81385,117,1,68.0,4,3,3,433,Potential Loyalists
91836,814,1,68.0,2,2,3,223,Hibernating
81820,376,1,68.0,3,3,3,333,Needs Attention
97063,18,2,68.0,5,5,3,553,Champions
85322,75,1,68.0,5,3,3,533,Potential Loyalists
77048,1331,1,68.0,1,1,3,113,Hibernating
20899,75,1,68.0,5,3,3,533,Potential Loyalists
48384,222,1,68.0,4,4,3,443,Potential Loyalists
49362,538,1,68.0,3,3,3,333,Needs Attention
98708,346,1,68.0,3,3,3,333,Needs Attention
94886,6,1,68.0,5,1,3,513,New Customers
79787,484,1,68.0,3,3,3,333,Needs Attention
36721,1233,1,68.0,1,1,3,113,Hibernating
16185,202,1,68.0,4,4,3,443,Potential Loyalists
23650,2160,1,68.0,1,1,3,113,Hibernating
80857,168,1,68.0,4,4,3,443,Potential Loyalists
4739,7,1,68.0,5,1,3,513,New Customers
95818,865,1,68.0,2,2,3,223,Hibernating
55126,311,1,68.0,3,3,3,333,Needs Attention
74740,102,1,68.0,4,3,3,433,Potential Loyalists
78657,300,1,68.0,3,3,3,333,Needs Attention
75845,1398,1,68.0,1,1,3,113,Hibernating
24517,1012,1,68.0,2,2,3,223,Hibernating
9924,214,1,68.0,4,4,3,443,Potential Loyalists
50177,1126,1,68.0,1,1,3,113,Hibernating
67408,239,1,68.0,4,4,3,443,Potential Loyalists
98689,765,1,68.0,2,2,3,223,Hibernating
64323,2030,1,68.0,1,1,3,113,Hibernating
82060,59,1,68.0,5,3,3,533,Potential Loyalists
81442,47,1,68.0,5,2,3,523,Potential Loyalists
9874,435,1,68.0,3,3,3,333,Needs Attention
71468,1202,1,68.0,1,1,3,113,Hibernating
56497,70,2,68.0,5,5,3,553,Champions
98320,1729,1,68.0,1,1,3,113,Hibernating
60682,547,1,68.0,3,3,3,333,Needs Attention
18680,16,1,68.0,5,2,3,523,Potential Loyalists
19288,615,1,68.0,2,2,3,223,Hibernating
25136,373,1,68.0,3,3,3,333,Needs Attention
84294,513,1,68.0,3,3,3,333,Needs Attention
8770,172,1,68.0,4,4,3,443,Potential Loyalists
5901,555,1,68.0,2,2,3,223,Hibernating
14828,1523,1,68.0,1,1,3,113,Hibernating
10088,229,1,68.0,4,4,3,443,Potential Loyalists
18671,670,1,68.0,2,2,3,223,Hibernating
88584,1573,1,68.0,1,1,3,113,Hibernating
81771,2195,1,68.0,1,1,3,113,Hibernating
34379,88,1,68.0,5,3,3,533,Potential Loyalists
13901,1088,1,68.0,1,1,3,113,Hibernating
83868,16,1,68.0,5,2,3,523,Potential Loyalists
2236,11,1,68.0,5,2,3,523,Potential Loyalists
72354,2224,1,68.0,1,1,3,113,Hibernating
80910,468,1,68.0,3,3,3,333,Needs Attention
54554,17,1,68.0,5,2,3,523,Potential Loyalists
31337,180,1,68.0,4,4,3,443,Potential Loyalists
11205,914,1,68.0,2,2,3,223,Hibernating
95130,124,1,68.0,4,3,3,433,Potential Loyalists
27898,305,1,68.0,3,3,3,333,Needs Attention
9871,6,1,68.0,5,1,3,513,New Customers
62038,588,1,68.0,2,2,3,223,Hibernating
3454,332,2,68.0,3,4,3,343,Needs Attention
41726,821,1,68.0,2,2,3,223,Hibernating
31375,975,1,68.0,2,2,3,223,Hibernating
80069,15,1,68.0,5,2,3,523,Potential Loyalists
21074,554,1,68.0,2,2,3,223,Hibernating
52714,1566,1,68.0,1,1,3,113,Hibernating
61311,2251,1,68.0,1,1,3,113,Hibernating
47646,124,1,68.0,4,3,3,433,Potential Loyalists
94968,21,1,68.0,5,2,3,523,Potential Loyalists
86334,304,2,68.0,3,4,3,343,Needs Attention
51511,204,1,68.0,4,4,3,443,Potential Loyalists
13290,11,1,68.0,5,2,3,523,Potential Loyalists
30953,135,1,68.0,4,4,3,443,Potential Loyalists
85563,2235,1,68.0,1,1,3,113,Hibernating
65306,385,1,68.0,3,3,3,333,Needs Attention
10683,899,1,68.0,2,2,3,223,Hibernating
80976,1105,1,68.0,1,1,3,113,Hibernating
68311,1003,1,68.0,2,2,3,223,Hibernating
65118,506,1,68.0,3,3,3,333,Needs Attention
8822,411,1,68.0,3,3,3,333,Needs Attention
41086,240,1,68.0,4,4,3,443,Potential Loyalists
54861,123,1,68.0,4,3,3,433,Potential Loyalists
78673,5,1,68.0,5,1,3,513,New Customers
59948,348,1,68.0,3,3,3,333,Needs Attention
20770,542,1,68.0,3,3,3,333,Needs Attention
9583,41,1,68.0,5,2,3,523,Potential Loyalists
2762,343,2,68.0,3,4,3,343,Needs Attention
72178,87,1,68.0,5,3,3,533,Potential Loyalists
53706,379,1,68.0,3,3,3,333,Needs Attention
32317,430,1,68.0,3,3,3,333,Needs Attention
75601,709,1,68.0,2,2,3,223,Hibernating
91777,1877,1,68.0,1,1,3,113,Hibernating
46024,999,1,68.0,2,2,3,223,Hibernating
95571,82,1,68.0,5,3,3,533,Potential Loyalists
35760,58,1,68.0,5,3,3,533,Potential Loyalists
63499,201,1,68.0,4,4,3,443,Potential Loyalists
70931,1078,1,68.0,1,1,3,113,Hibernating
50931,1079,1,68.0,1,1,3,113,Hibernating
1260,767,1,68.0,2,2,3,223,Hibernating
18145,166,1,68.0,4,4,3,443,Potential Loyalists
67924,40,1,68.0,5,2,3,523,Potential Loyalists
21058,633,1,67.99,2,2,3,223,Hibernating
36617,152,1,67.99,4,4,3,443,Potential Loyalists
7753,1021,1,67.99,2,2,3,223,Hibernating
81643,313,1,67.99,3,3,3,333,Needs Attention
58424,32,1,67.99,5,2,3,523,Potential Loyalists
39720,211,1,67.99,4,4,3,443,Potential Loyalists
27593,282,2,67.99,3,4,3,343,Needs Attention
25397,6,1,67.99,5,1,3,513,New Customers
54560,805,2,67.99,2,5,3,253,At Risk
23817,493,2,67.99,3,5,3,353,Loyal
75900,956,2,67.99,2,5,3,253,At Risk
81169,796,1,67.99,2,2,3,223,Hibernating
59717,389,3,67.99,3,5,3,353,Loyal
1410,911,2,67.99,2,5,3,253,At Risk
93449,2073,2,67.99,1,4,3,143,At Risk
36445,251,2,67.99,4,4,3,443,Potential Loyalists
6831,1232,1,67.99,1,1,3,113,Hibernating
66451,908,1,67.99,2,2,3,223,Hibernating
68624,185,1,67.99,4,4,3,443,Potential Loyalists
98990,653,2,67.99,2,5,3,253,At Risk
76571,333,1,67.99,3,3,3,333,Needs Attention
58614,1264,1,67.99,1,1,3,113,Hibernating
7821,1425,1,67.99,1,1,3,113,Hibernating
59743,552,1,67.99,2,2,3,223,Hibernating
26738,714,2,67.99,2,5,3,253,At Risk
77716,1711,2,67.99,1,4,3,143,At Risk
30068,44,2,67.99,5,5,3,553,Champions
50672,1957,1,67.99,1,1,3,113,Hibernating
20420,170,1,67.99,4,4,3,443,Potential Loyalists
65997,117,1,67.99,4,3,3,433,Potential Loyalists
74013,54,2,67.99,5,5,3,553,Champions
92957,1533,1,67.99,1,1,3,113,Hibernating
85436,4,1,67.99,5,1,3,513,New Customers
6922,182,1,67.99,4,4,3,443,Potential Loyalists
91218,113,1,67.99,4,3,3,433,Potential Loyalists
31812,631,1,67.99,2,2,3,223,Hibernating
16787,80,1,67.99,5,3,3,533,Potential Loyalists
23170,1360,1,67.99,1,1,3,113,Hibernating
80244,598,1,67.99,2,2,3,223,Hibernating
99302,213,2,67.99,4,4,3,443,Potential Loyalists
3209,331,1,67.99,3,3,3,333,Needs Attention
43945,388,1,67.99,3,3,3,333,Needs Attention
45076,79,2,67.99,5,5,3,553,Champions
14462,166,2,67.99,4,4,3,443,Potential Loyalists
38810,296,2,67.99,3,4,3,343,Needs Attention
47798,2450,1,67.99,1,1,3,113,Hibernating
47825,847,1,67.99,2,2,3,223,Hibernating
75141,357,1,67.99,3,3,3,333,Needs Attention
39801,13,1,67.99,5,2,3,523,Potential Loyalists
49872,237,1,67.99,4,4,3,443,Potential Loyalists
64388,1143,2,67.99,1,4,3,143,At Risk
76612,1892,1,67.99,1,1,3,113,Hibernating
56100,396,2,67.99,3,5,3,353,Loyal
58743,1121,1,67.99,1,1,3,113,Hibernating
54661,364,2,67.99,3,4,3,343,Needs Attention
78568,237,1,67.99,4,4,3,443,Potential Loyalists
35175,964,1,67.99,2,2,3,223,Hibernating
39875,1993,1,67.99,1,1,3,113,Hibernating
32323,913,1,67.99,2,2,3,223,Hibernating
55284,421,1,67.99,3,3,3,333,Needs Attention
5813,247,1,67.99,4,4,3,443,Potential Loyalists
9370,34,1,67.98,5,2,3,523,Potential Loyalists
17636,6,1,67.98,5,1,3,513,New Customers
22244,400,2,67.98,3,5,3,353,Loyal
46411,833,1,67.98,2,2,3,223,Hibernating
6391,1,1,67.98,5,1,3,513,New Customers
50807,105,2,67.98,4,4,3,443,Potential Loyalists
38206,124,1,67.98,4,3,3,433,Potential Loyalists
35168,537,2,67.98,3,5,3,353,Loyal
62640,16,1,67.98,5,2,3,523,Potential Loyalists
44181,927,2,67.98,2,5,3,253,At Risk
59790,566,1,67.98,2,2,3,223,Hibernating
4828,124,1,67.98,4,3,3,433,Potential Loyalists
75199,154,2,67.98,4,4,3,443,Potential Loyalists
78535,1005,2,67.98,2,5,3,253,At Risk
57909,442,2,67.97,3,5,3,353,Loyal
61475,714,2,67.97,2,5,3,253,At Risk
91069,799,2,67.97,2,5,3,253,At Risk
83323,290,2,67.96,3,4,3,343,Needs Attention
80200,163,2,67.96,4,4,3,443,Potential Loyalists
79927,34,1,67.96,5,2,3,523,Potential Loyalists
69157,632,2,67.96,2,5,3,253,At Risk
59189,461,1,67.95,3,3,3,333,Needs Attention
36014,1250,1,67.95,1,1,3,113,Hibernating
85892,40,1,67.95,5,2,3,523,Potential Loyalists
8012,803,1,67.95,2,2,3,223,Hibernating
68443,42,1,67.95,5,2,3,523,Potential Loyalists
62487,1341,1,67.95,1,1,3,113,Hibernating
80796,622,2,67.95,2,5,3,253,At Risk
89315,862,1,67.95,2,2,3,223,Hibernating
60779,118,2,67.95,4,4,3,443,Potential Loyalists
22959,579,2,67.95,2,5,3,253,At Risk
78666,779,2,67.95,2,5,3,253,At Risk
73082,362,2,67.95,3,4,3,343,Needs Attention
90977,556,1,67.95,2,2,3,223,Hibernating
64929,1449,1,67.95,1,1,3,113,Hibernating
75686,2364,1,67.95,1,1,3,113,Hibernating
94660,689,2,67.95,2,5,3,253,At Risk
33184,517,2,67.95,3,5,3,353,Loyal
76482,825,2,67.95,2,5,3,253,At Risk
31505,2025,1,67.95,1,1,3,113,Hibernating
70463,147,1,67.95,4,4,3,443,Potential Loyalists
23785,1259,1,67.95,1,1,3,113,Hibernating
96861,79,2,67.95,5,5,3,553,Champions
96072,379,1,67.94,3,3,3,333,Needs Attention
77103,130,2,67.94,4,4,3,443,Potential Loyalists
40628,90,2,67.94,5,5,3,553,Champions
84978,306,1,67.94,3,3,3,333,Needs Attention
39452,941,1,67.94,2,2,3,223,Hibernating
82646,1713,2,67.94,1,4,3,143,At Risk
22272,180,2,67.94,4,4,3,443,Potential Loyalists
9266,299,2,67.94,3,4,3,343,Needs Attention
17031,42,2,67.94,5,5,3,553,Champions
19834,375,2,67.94,3,5,3,353,Loyal
92357,954,2,67.94,2,5,3,253,At Risk
92593,86,1,67.94,5,3,3,533,Potential Loyalists
48924,435,1,67.94,3,3,3,333,Needs Attention
96802,182,2,67.94,4,4,3,443,Potential Loyalists
26747,264,1,67.93,4,4,3,443,Potential Loyalists
49375,37,1,67.93,5,2,3,523,Potential Loyalists
72734,598,1,67.93,2,2,3,223,Hibernating
72759,446,1,67.93,3,3,3,333,Needs Attention
44999,346,1,67.93,3,3,3,333,Needs Attention
30058,1604,1,67.93,1,1,3,113,Hibernating
88702,152,1,67.93,4,4,3,443,Potential Loyalists
79996,511,1,67.92,3,3,3,333,Needs Attention
3709,120,1,67.91,4,3,3,433,Potential Loyalists
37312,1566,1,67.91,1,1,3,113,Hibernating
99415,129,1,67.91,4,4,3,443,Potential Loyalists
43992,413,1,67.9,3,3,3,333,Needs Attention
53003,703,2,67.9,2,5,3,253,At Risk
81264,973,1,67.9,2,2,3,223,Hibernating
56757,1138,1,67.9,1,1,3,113,Hibernating
50597,69,3,67.89,5,5,3,553,Champions
39542,328,1,67.89,3,3,3,333,Needs Attention
57678,38,2,67.89,5,5,3,553,Champions
91748,624,1,67.88,2,2,3,223,Hibernating
30073,1535,2,67.87,1,4,3,143,At Risk
97128,246,2,67.87,4,4,3,443,Potential Loyalists
13430,210,2,67.87,4,4,3,443,Potential Loyalists
32460,626,1,67.85,2,2,3,223,Hibernating
27070,391,1,67.83,3,3,3,333,Needs Attention
50885,7,1,67.82,5,1,3,513,New Customers
61776,792,1,67.82,2,2,3,223,Hibernating
65927,1020,1,67.81,2,2,3,223,Hibernating
31057,550,1,67.81,2,2,3,223,Hibernating
11515,14,1,67.81,5,2,3,523,Potential Loyalists
5803,230,1,67.78,4,4,3,443,Potential Loyalists
62807,316,3,67.77,3,5,3,353,Loyal
76772,5,1,67.75,5,1,3,513,New Customers
44359,218,1,67.75,4,4,3,443,Potential Loyalists
66920,400,2,67.74,3,5,3,353,Loyal
98350,213,2,67.73,4,4,3,443,Potential Loyalists
34310,827,1,67.71,2,2,3,223,Hibernating
9280,2235,1,67.71,1,1,3,113,Hibernating
36316,64,1,67.71,5,3,3,533,Potential Loyalists
90816,1359,1,67.7,1,1,3,113,Hibernating
77842,1748,1,67.7,1,1,3,113,Hibernating
22681,16,2,67.69,5,5,3,553,Champions
86783,32,2,67.67,5,5,3,553,Champions
48580,241,2,67.63,4,4,3,443,Potential Loyalists
33509,90,1,67.62,5,3,3,533,Potential Loyalists
60471,448,2,67.61,3,5,3,353,Loyal
53390,963,1,67.58,2,2,3,223,Hibernating
74214,684,1,67.58,2,2,3,223,Hibernating
22624,1015,1,67.56,2,2,3,223,Hibernating
68184,646,1,67.56,2,2,3,223,Hibernating
52484,845,1,67.56,2,2,3,223,Hibernating
97435,717,1,67.5,2,2,3,223,Hibernating
69395,865,1,67.5,2,2,3,223,Hibernating
75318,67,1,67.5,5,3,3,533,Potential Loyalists
28575,837,1,67.5,2,2,3,223,Hibernating
98273,58,1,67.5,5,3,3,533,Potential Loyalists
9011,686,1,67.5,2,2,3,223,Hibernating
94315,300,2,67.5,3,4,3,343,Needs Attention
20217,6,2,67.5,5,4,3,543,Potential Loyalists
44474,1267,1,67.5,1,1,3,113,Hibernating
94369,132,2,67.5,4,4,3,443,Potential Loyalists
38323,1626,1,67.5,1,1,3,113,Hibernating
72675,1010,1,67.5,2,2,3,223,Hibernating
60925,507,1,67.5,3,3,3,333,Needs Attention
76011,1217,1,67.5,1,1,3,113,Hibernating
537,697,2,67.49,2,5,3,253,At Risk
88398,184,2,67.49,4,4,3,443,Potential Loyalists
53014,84,1,67.49,5,3,3,533,Potential Loyalists
37982,435,1,67.49,3,3,3,333,Needs Attention
85271,159,2,67.49,4,4,3,443,Potential Loyalists
28538,1020,2,67.49,2,5,3,253,At Risk
695,299,1,67.48,3,3,3,333,Needs Attention
45916,767,1,67.47,2,2,3,223,Hibernating
59461,323,1,67.47,3,3,3,333,Needs Attention
58975,1881,1,67.47,1,1,3,113,Hibernating
34528,1891,1,67.47,1,1,3,113,Hibernating
38384,214,2,67.46,4,4,3,443,Potential Loyalists
18141,567,2,67.45,2,5,3,253,At Risk
80395,35,1,67.45,5,2,3,523,Potential Loyalists
18619,1393,1,67.45,1,1,3,113,Hibernating
3261,1079,1,67.44,1,1,3,113,Hibernating
47023,1134,1,67.44,1,1,3,113,Hibernating
72437,99,2,67.42,4,4,3,443,Potential Loyalists
96838,1811,1,67.42,1,1,3,113,Hibernating
74471,473,2,67.41,3,5,3,353,Loyal
79627,782,1,67.4,2,2,3,223,Hibernating
16025,12,1,67.4,5,2,3,523,Potential Loyalists
22993,964,1,67.39,2,2,3,223,Hibernating
30542,9,2,67.37,5,5,3,553,Champions
15826,128,2,67.37,4,4,3,443,Potential Loyalists
75071,458,2,67.37,3,5,3,353,Loyal
9714,542,1,67.36,3,3,3,333,Needs Attention
76624,413,1,67.36,3,3,3,333,Needs Attention
97520,1248,1,67.3,1,1,3,113,Hibernating
11375,158,1,67.3,4,4,3,443,Potential Loyalists
9192,194,1,67.3,4,4,3,443,Potential Loyalists
34632,805,2,67.3,2,5,3,253,At Risk
67594,330,2,67.28,3,4,3,343,Needs Attention
32106,348,1,67.24,3,3,3,333,Needs Attention
85100,317,2,67.24,3,4,3,343,Needs Attention
92239,734,1,67.22,2,2,3,223,Hibernating
74664,1145,1,67.2,1,1,3,113,Hibernating
76039,106,1,67.2,4,3,3,433,Potential Loyalists
38490,620,1,67.2,2,2,3,223,Hibernating
92353,951,1,67.18,2,2,3,223,Hibernating
97810,1170,2,67.17,1,4,3,143,At Risk
20240,93,1,67.16,5,3,3,533,Potential Loyalists
19072,696,2,67.16,2,5,3,253,At Risk
75000,92,1,67.13,5,3,3,533,Potential Loyalists
75866,16,1,67.13,5,2,3,523,Potential Loyalists
89335,553,1,67.13,2,2,3,223,Hibernating
74673,1157,1,67.1,1,1,3,113,Hibernating
11231,506,2,67.06,3,5,3,353,Loyal
34206,348,1,67.01,3,3,3,333,Needs Attention
62059,1176,2,67.01,1,4,3,143,At Risk
35435,566,2,67.0,2,5,3,253,At Risk
35786,726,1,67.0,2,2,3,223,Hibernating
93395,728,1,67.0,2,2,3,223,Hibernating
86444,31,1,67.0,5,2,3,523,Potential Loyalists
62004,1299,1,67.0,1,1,3,113,Hibernating
62336,1446,2,67.0,1,4,3,143,At Risk
62601,1054,1,67.0,1,1,3,113,Hibernating
96615,33,2,67.0,5,5,3,553,Champions
54458,820,1,67.0,2,2,3,223,Hibernating
75463,139,1,67.0,4,4,3,443,Potential Loyalists
62656,30,2,67.0,5,5,3,553,Champions
90105,668,1,67.0,2,2,3,223,Hibernating
29519,715,1,67.0,2,2,3,223,Hibernating
24416,954,2,67.0,2,5,3,253,At Risk
14587,1031,1,67.0,1,1,3,113,Hibernating
74170,1205,1,67.0,1,1,3,113,Hibernating
90787,698,1,67.0,2,2,3,223,Hibernating
61668,5,1,67.0,5,1,3,513,New Customers
24915,516,1,67.0,3,3,3,333,Needs Attention
49084,218,1,67.0,4,4,3,443,Potential Loyalists
99856,289,2,67.0,3,4,3,343,Needs Attention
15450,446,1,67.0,3,3,3,333,Needs Attention
65501,148,2,67.0,4,4,3,443,Potential Loyalists
8618,1607,2,67.0,1,4,3,143,At Risk
20648,1657,1,67.0,1,1,3,113,Hibernating
73193,1071,1,67.0,1,1,3,113,Hibernating
61356,1416,1,67.0,1,1,3,113,Hibernating
70258,967,2,66.99,2,5,3,253,At Risk
48986,1956,1,66.99,1,1,3,113,Hibernating
7686,1343,1,66.99,1,1,3,113,Hibernating
6832,773,1,66.99,2,2,3,223,Hibernating
42975,965,1,66.99,2,2,3,223,Hibernating
79677,880,1,66.99,2,2,3,223,Hibernating
22714,123,1,66.99,4,3,3,433,Potential Loyalists
46076,137,2,66.99,4,4,3,443,Potential Loyalists
68659,358,1,66.99,3,3,3,333,Needs Attention
55303,192,1,66.99,4,4,3,443,Potential Loyalists
85527,1071,1,66.99,1,1,3,113,Hibernating
20135,1554,2,66.99,1,4,3,143,At Risk
19856,1638,2,66.99,1,4,3,143,At Risk
84292,341,2,66.99,3,4,3,343,Needs Attention
18125,348,1,66.99,3,3,3,333,Needs Attention
16772,185,1,66.99,4,4,3,443,Potential Loyalists
83776,219,2,66.99,4,4,3,443,Potential Loyalists
68297,448,2,66.99,3,5,3,353,Loyal
91359,124,1,66.99,4,3,3,433,Potential Loyalists
17471,1202,1,66.99,1,1,3,113,Hibernating
16989,1476,2,66.99,1,4,3,143,At Risk
34244,768,2,66.99,2,5,3,253,At Risk
83222,443,1,66.99,3,3,3,333,Needs Attention
41849,536,2,66.99,3,5,3,353,Loyal
37966,1207,1,66.99,1,1,3,113,Hibernating
73645,312,1,66.99,3,3,3,333,Needs Attention
76480,462,2,66.99,3,5,3,353,Loyal
36426,420,1,66.99,3,3,3,333,Needs Attention
76292,12,2,66.99,5,5,3,553,Champions
56823,393,1,66.99,3,3,3,333,Needs Attention
14692,17,1,66.99,5,2,3,523,Potential Loyalists
1151,1159,2,66.99,1,4,3,143,At Risk
73622,554,1,66.99,2,2,3,223,Hibernating
93674,114,2,66.99,4,4,3,443,Potential Loyalists
29863,71,1,66.99,5,3,3,533,Potential Loyalists
68023,769,2,66.99,2,5,3,253,At Risk
44235,762,2,66.99,2,5,3,253,At Risk
73307,1690,1,66.99,1,1,3,113,Hibernating
93428,892,2,66.98,2,5,3,253,At Risk
22471,198,2,66.98,4,4,3,443,Potential Loyalists
6669,230,2,66.98,4,4,3,443,Potential Loyalists
30420,1140,1,66.98,1,1,3,113,Hibernating
10593,165,1,66.98,4,4,3,443,Potential Loyalists
83166,946,2,66.98,2,5,3,253,At Risk
46694,175,2,66.98,4,4,3,443,Potential Loyalists
19574,1164,2,66.98,1,4,3,143,At Risk
35709,523,1,66.98,3,3,3,333,Needs Attention
13521,50,2,66.98,5,5,3,553,Champions
34931,357,1,66.98,3,3,3,333,Needs Attention
4613,97,1,66.98,4,3,3,433,Potential Loyalists
94070,453,1,66.98,3,3,3,333,Needs Attention
65885,302,2,66.98,3,4,3,343,Needs Attention
38292,1112,1,66.98,1,1,3,113,Hibernating
95361,344,1,66.98,3,3,3,333,Needs Attention
97041,661,2,66.98,2,5,3,253,At Risk
66088,1294,2,66.98,1,4,3,143,At Risk
94607,298,1,66.97,3,3,3,333,Needs Attention
2394,666,2,66.97,2,5,3,253,At Risk
89745,727,1,66.97,2,2,3,223,Hibernating
95815,504,1,66.96,3,3,3,333,Needs Attention
38574,307,1,66.96,3,3,3,333,Needs Attention
36484,40,1,66.96,5,2,3,523,Potential Loyalists
73543,40,2,66.96,5,5,3,553,Champions
54555,514,2,66.96,3,5,3,353,Loyal
89297,6,3,66.96,5,5,3,553,Champions
36408,1560,1,66.96,1,1,3,113,Hibernating
39121,807,1,66.96,2,2,3,223,Hibernating
91522,112,3,66.96,4,5,3,453,Champions
12630,28,1,66.96,5,2,3,523,Potential Loyalists
75054,2106,1,66.96,1,1,3,113,Hibernating
